election,office,boro,dist,aded,elname,title,boron,used,cands,num,format,pubct,abs,fed,emer,aff,total,scatter,unrec,dem,demcan,dvote,rep,repcan,rvote,ind,indcan,ivote,cons,concan,cvote,wfp,wfpcan,wfpvote,swp,swpcan,swpvote,soc,soccan,socvote,green,greencan,grnvote,liber,libcan,libvote,pop,popcan,popvote
2008G,1,2,NY,81010,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    10th,417,12,2,0,28,0,1,6,Democratic,Barack Obama / Joe Biden,378,Republican,John McCain / Sarah Palin,56,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81011,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    11th,457,5,0,0,24,0,0,5,Democratic,Barack Obama / Joe Biden,411,Republican,John McCain / Sarah Palin,54,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81012,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    12th,514,1,2,0,31,0,0,4,Democratic,Barack Obama / Joe Biden,487,Republican,John McCain / Sarah Palin,39,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81013,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    13th,569,10,2,0,43,0,0,3,Democratic,Barack Obama / Joe Biden,560,Republican,John McCain / Sarah Palin,39,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81014,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    14th,412,5,1,0,14,0,0,1,Democratic,Barack Obama / Joe Biden,382,Republican,John McCain / Sarah Palin,39,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81015,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    15th,485,6,1,8,30,0,0,9,Democratic,Barack Obama / Joe Biden,479,Republican,John McCain / Sarah Palin,25,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81016,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    16th,311,3,1,0,19,0,0,1,Democratic,Barack Obama / Joe Biden,311,Republican,John McCain / Sarah Palin,18,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81017,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    17th,458,12,0,0,27,0,0,2,Democratic,Barack Obama / Joe Biden,461,Republican,John McCain / Sarah Palin,25,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81018,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    18th,355,5,5,0,16,0,0,4,Democratic,Barack Obama / Joe Biden,343,Republican,John McCain / Sarah Palin,30,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81019,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    19th,452,11,2,0,41,0,0,4,Democratic,Barack Obama / Joe Biden,462,Republican,John McCain / Sarah Palin,32,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81020,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    20th,564,8,4,0,29,0,0,11,Democratic,Barack Obama / Joe Biden,531,Republican,John McCain / Sarah Palin,44,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81021,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    21st,457,10,3,0,32,0,0,5,Democratic,Barack Obama / Joe Biden,455,Republican,John McCain / Sarah Palin,24,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,15,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81022,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    22nd,426,7,1,0,22,0,0,3,Democratic,Barack Obama / Joe Biden,414,Republican,John McCain / Sarah Palin,26,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81023,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    23rd,550,13,1,0,25,0,0,3,Democratic,Barack Obama / Joe Biden,516,Republican,John McCain / Sarah Palin,58,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81024,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    24th,375,3,1,0,17,0,0,0,Democratic,Barack Obama / Joe Biden,372,Republican,John McCain / Sarah Palin,17,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,51,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81025,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    25th,303,7,0,0,6,0,0,0,Democratic,Barack Obama / Joe Biden,148,Republican,John McCain / Sarah Palin,150,Independence,John McCain / Sarah Palin,18,Conservative,John McCain / Sarah Palin,20,Working Families,Barack Obama / Joe Biden,18,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,3,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81026,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    26th,329,12,3,0,13,0,0,6,Democratic,Barack Obama / Joe Biden,175,Republican,John McCain / Sarah Palin,138,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,8,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81027,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    27th,323,13,2,0,7,0,0,4,Democratic,Barack Obama / Joe Biden,137,Republican,John McCain / Sarah Palin,174,Independence,John McCain / Sarah Palin,14,Conservative,John McCain / Sarah Palin,12,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81028,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    28th,248,7,5,0,3,0,0,2,Democratic,Barack Obama / Joe Biden,105,Republican,John McCain / Sarah Palin,121,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81029,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    29th,162,7,1,114,14,0,0,145,Democratic,Barack Obama / Joe Biden,69,Republican,John McCain / Sarah Palin,70,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81030,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    30th,401,10,5,0,14,0,0,1,Democratic,Barack Obama / Joe Biden,170,Republican,John McCain / Sarah Palin,212,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,21,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,2,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81031,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    31st,312,3,2,0,6,0,0,4,Democratic,Barack Obama / Joe Biden,124,Republican,John McCain / Sarah Palin,158,Independence,John McCain / Sarah Palin,11,Conservative,John McCain / Sarah Palin,17,Working Families,Barack Obama / Joe Biden,9,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81032,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    32nd,349,10,0,0,8,0,1,3,Democratic,Barack Obama / Joe Biden,166,Republican,John McCain / Sarah Palin,161,Independence,John McCain / Sarah Palin,12,Conservative,John McCain / Sarah Palin,16,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81033,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    33rd,435,11,2,40,17,0,0,2,Democratic,Barack Obama / Joe Biden,386,Republican,John McCain / Sarah Palin,75,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,18,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,2,NY,81034,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    34th,430,13,9,0,10,0,0,6,Democratic,Barack Obama / Joe Biden,351,Republican,John McCain / Sarah Palin,73,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,19,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81035,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    35th,391,4,8,0,13,0,0,5,Democratic,Barack Obama / Joe Biden,301,Republican,John McCain / Sarah Palin,72,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,21,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81036,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    36th,720,19,10,0,39,0,0,10,Democratic,Barack Obama / Joe Biden,576,Republican,John McCain / Sarah Palin,145,Independence,John McCain / Sarah Palin,9,Conservative,John McCain / Sarah Palin,14,Working Families,Barack Obama / Joe Biden,27,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,2,NY,81037,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    37th,361,5,7,0,18,0,1,5,Democratic,Barack Obama / Joe Biden,303,Republican,John McCain / Sarah Palin,56,Independence,John McCain / Sarah Palin,1,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81038,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    38th,508,6,2,0,29,0,0,11,Democratic,Barack Obama / Joe Biden,488,Republican,John McCain / Sarah Palin,34,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,4,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81039,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    39th,287,2,0,0,16,0,0,8,Democratic,Barack Obama / Joe Biden,226,Republican,John McCain / Sarah Palin,48,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,8,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81040,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    40th,279,4,4,159,33,0,0,10,Democratic,Barack Obama / Joe Biden,398,Republican,John McCain / Sarah Palin,51,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81041,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    41st,337,14,5,1,19,0,0,3,Democratic,Barack Obama / Joe Biden,269,Republican,John McCain / Sarah Palin,81,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,11,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81042,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    42nd,13,1,0,0,1,0,0,1,Democratic,Barack Obama / Joe Biden,13,Republican,John McCain / Sarah Palin,1,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81043,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    43rd,311,48,0,0,11,0,1,5,Democratic,Barack Obama / Joe Biden,258,Republican,John McCain / Sarah Palin,82,Independence,John McCain / Sarah Palin,7,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,3
2008G,1,2,NY,81044,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    44th,212,10,1,77,11,0,0,9,Democratic,Barack Obama / Joe Biden,189,Republican,John McCain / Sarah Palin,93,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,5,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,3,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81045,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    45th,342,10,6,0,16,0,0,1,Democratic,Barack Obama / Joe Biden,269,Republican,John McCain / Sarah Palin,81,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81046,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    46th,404,10,5,0,12,0,0,0,Democratic,Barack Obama / Joe Biden,360,Republican,John McCain / Sarah Palin,62,Independence,John McCain / Sarah Palin,0,Conservative,John McCain / Sarah Palin,0,Working Families,Barack Obama / Joe Biden,6,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,3,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81047,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    47th,297,8,3,1,16,0,0,3,Democratic,Barack Obama / Joe Biden,229,Republican,John McCain / Sarah Palin,73,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,2,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81048,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    48th,448,19,10,0,21,0,0,1,Democratic,Barack Obama / Joe Biden,368,Republican,John McCain / Sarah Palin,95,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,13,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81049,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    49th,368,40,10,0,9,0,0,10,Democratic,Barack Obama / Joe Biden,289,Republican,John McCain / Sarah Palin,100,Independence,John McCain / Sarah Palin,5,Conservative,John McCain / Sarah Palin,6,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81050,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    50th,426,17,7,0,29,0,0,2,Democratic,Barack Obama / Joe Biden,395,Republican,John McCain / Sarah Palin,67,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,5,Working Families,Barack Obama / Joe Biden,0,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,4
2008G,1,2,NY,81051,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    51st,383,18,6,0,13,0,2,4,Democratic,Barack Obama / Joe Biden,314,Republican,John McCain / Sarah Palin,68,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,10,Working Families,Barack Obama / Joe Biden,14,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,5
2008G,1,2,NY,81052,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    52nd,172,6,2,0,1,0,0,1,Democratic,Barack Obama / Joe Biden,121,Republican,John McCain / Sarah Palin,48,Independence,John McCain / Sarah Palin,3,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,3,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81053,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    53rd,195,10,5,0,3,0,0,0,Democratic,Barack Obama / Joe Biden,123,Republican,John McCain / Sarah Palin,76,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,1,Working Families,Barack Obama / Joe Biden,7,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
2008G,1,2,NY,81054,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    54th,492,18,10,0,17,0,0,6,Democratic,Barack Obama / Joe Biden,413,Republican,John McCain / Sarah Palin,87,Independence,John McCain / Sarah Palin,6,Conservative,John McCain / Sarah Palin,7,Working Families,Barack Obama / Joe Biden,15,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,1,Green,Cynthia McKinney / Rosa C,0,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,1
2008G,1,2,NY,81055,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    55th,598,33,8,0,23,0,0,8,Democratic,Barack Obama / Joe Biden,453,Republican,John McCain / Sarah Palin,143,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,15,Working Families,Barack Obama / Joe Biden,27,Socialist Workers,Roger Calero / Alyson Ken,2,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81056,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    56th,496,24,8,0,28,0,0,14,Democratic,Barack Obama / Joe Biden,381,Republican,John McCain / Sarah Palin,126,Independence,John McCain / Sarah Palin,2,Conservative,John McCain / Sarah Palin,13,Working Families,Barack Obama / Joe Biden,12,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,4,Libertarian,Bob Barr / Wayne A Root,2,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81057,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    57th,205,7,6,107,18,0,0,9,Democratic,Barack Obama / Joe Biden,213,Republican,John McCain / Sarah Palin,103,Independence,John McCain / Sarah Palin,8,Conservative,John McCain / Sarah Palin,3,Working Families,Barack Obama / Joe Biden,2,Socialist Workers,Roger Calero / Alyson Ken,1,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,2,Libertarian,Bob Barr / Wayne A Root,0,Populist,Ralph Nader / Matt Gonzal,2
2008G,1,2,NY,81058,General Election 2008 - 11,President/Vice President,Bronx,N,10,1,    58th,366,27,7,0,16,0,0,4,Democratic,Barack Obama / Joe Biden,314,Republican,John McCain / Sarah Palin,78,Independence,John McCain / Sarah Palin,4,Conservative,John McCain / Sarah Palin,4,Working Families,Barack Obama / Joe Biden,10,Socialist Workers,Roger Calero / Alyson Ken,0,Socialism & Liberation,Gloria La Riva / Eugene P,0,Green,Cynthia McKinney / Rosa C,1,Libertarian,Bob Barr / Wayne A Root,1,Populist,Ralph Nader / Matt Gonzal,0
