ElectionID,OfficeCode,BoroughCode,PoliticalDistrict,AD,ED,ElectionName,OfficeTitle,BoroName,EDused,NumofCandidates,VoteforNum,DistFormatted,PubCounter,AbsenteeMil,Federal,Emergency,Affidavit,TotForOffice,Scattered,Unrecorded,PartyName1,CandName1,CandVotes1,PartyName2,CandName2,CandVotes2,PartyName3,CandName3,CandVotes3,PartyName4,CandName4,CandVotes4,PartyName5,CandName5,CandVotes5,PartyName6,CandName6,CandVotes6,PartyName7,CandName7,CandVotes7,PartyName8,CandName8,CandVotes8,TotVotes,ADED2012
2012G,1,1,NY,72,9,General Election - 11/06/2,President/Vice President,New York,Y,8,1,     9th,618,3,2,2,52,671,0,6,Democratic,Barack Obama / Joe Biden,649,Republican,Mitt Romney / Paul Ryan,15,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,671,72009
2012G,1,1,NY,72,10,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    10th,455,5,2,0,49,511,0,0,Democratic,Barack Obama / Joe Biden,482,Republican,Mitt Romney / Paul Ryan,17,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,511,72010
2012G,1,1,NY,72,11,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    11th,498,4,2,0,58,560,0,2,Democratic,Barack Obama / Joe Biden,533,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,560,72011
2012G,1,1,NY,72,12,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    12th,527,2,3,0,52,581,0,3,Democratic,Barack Obama / Joe Biden,560,Republican,Mitt Romney / Paul Ryan,17,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,581,72012
2012G,1,1,NY,72,13,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    13th,376,4,1,0,66,446,2,1,Democratic,Barack Obama / Joe Biden,423,Republican,Mitt Romney / Paul Ryan,15,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,444,72013
2012G,1,1,NY,72,14,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    14th,562,3,2,0,56,621,1,2,Democratic,Barack Obama / Joe Biden,595,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,620,72014
2012G,1,1,NY,72,15,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    15th,523,6,3,0,56,582,0,6,Democratic,Barack Obama / Joe Biden,558,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,582,72015
2012G,1,1,NY,72,16,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    16th,544,1,3,0,43,590,0,1,Democratic,Barack Obama / Joe Biden,558,Republican,Mitt Romney / Paul Ryan,23,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,590,72016
2012G,1,1,NY,72,17,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    17th,571,8,4,0,42,615,0,10,Democratic,Barack Obama / Joe Biden,573,Republican,Mitt Romney / Paul Ryan,26,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,2,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,615,72017
2012G,1,1,NY,72,18,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    18th,392,11,18,0,57,472,2,6,Democratic,Barack Obama / Joe Biden,293,Republican,Mitt Romney / Paul Ryan,142,Conservative,Mitt Romney / Paul Ryan,10,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,8,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,1,470,72018
2012G,1,1,NY,72,19,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    19th,411,9,11,0,25,449,3,7,Democratic,Barack Obama / Joe Biden,332,Republican,Mitt Romney / Paul Ryan,91,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,13,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,446,72019
2012G,1,1,NY,72,20,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    20th,553,5,0,0,36,583,0,11,Democratic,Barack Obama / Joe Biden,545,Republican,Mitt Romney / Paul Ryan,23,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,9,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,583,72020
2012G,1,1,NY,72,21,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    21st,431,1,2,0,53,483,0,4,Democratic,Barack Obama / Joe Biden,445,Republican,Mitt Romney / Paul Ryan,29,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,483,72021
2012G,1,1,NY,72,22,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    22nd,472,3,7,0,49,529,0,2,Democratic,Barack Obama / Joe Biden,458,Republican,Mitt Romney / Paul Ryan,58,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,529,72022
2012G,1,1,NY,72,23,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    23rd,595,2,12,0,64,664,0,9,Democratic,Barack Obama / Joe Biden,576,Republican,Mitt Romney / Paul Ryan,75,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,664,72023
2012G,1,1,NY,72,24,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    24th,594,4,3,0,64,663,2,2,Democratic,Barack Obama / Joe Biden,609,Republican,Mitt Romney / Paul Ryan,36,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,661,72024
2012G,1,1,NY,72,25,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    25th,447,7,2,0,52,507,0,1,Democratic,Barack Obama / Joe Biden,479,Republican,Mitt Romney / Paul Ryan,19,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,507,72025
2012G,1,1,NY,72,26,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    26th,287,6,2,37,27,355,2,4,Democratic,Barack Obama / Joe Biden,294,Republican,Mitt Romney / Paul Ryan,38,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,10,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,353,72026
2012G,1,1,NY,72,27,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    27th,337,3,1,0,41,379,0,3,Democratic,Barack Obama / Joe Biden,366,Republican,Mitt Romney / Paul Ryan,11,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,0,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,379,72027
2012G,1,1,NY,72,28,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    28th,247,2,5,0,27,278,0,3,Democratic,Barack Obama / Joe Biden,254,Republican,Mitt Romney / Paul Ryan,21,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,278,72028
2012G,1,1,NY,72,29,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    29th,417,3,0,0,35,452,0,3,Democratic,Barack Obama / Joe Biden,430,Republican,Mitt Romney / Paul Ryan,18,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,452,72029
2012G,1,1,NY,72,30,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    30th,497,13,8,0,45,558,0,5,Democratic,Barack Obama / Joe Biden,516,Republican,Mitt Romney / Paul Ryan,31,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,558,72030
2012G,1,1,NY,72,31,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    31st,575,3,0,0,43,613,1,8,Democratic,Barack Obama / Joe Biden,586,Republican,Mitt Romney / Paul Ryan,18,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,612,72031
2012G,1,1,NY,72,32,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    32nd,452,4,5,0,71,531,2,1,Democratic,Barack Obama / Joe Biden,497,Republican,Mitt Romney / Paul Ryan,16,Conservative,Mitt Romney / Paul Ryan,5,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,529,72032
2012G,1,1,NY,72,33,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    33rd,360,9,6,0,13,382,0,6,Democratic,Barack Obama / Joe Biden,282,Republican,Mitt Romney / Paul Ryan,82,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,382,72033
2012G,1,1,NY,72,34,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    34th,480,7,4,0,42,529,0,4,Democratic,Barack Obama / Joe Biden,507,Republican,Mitt Romney / Paul Ryan,16,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,529,72034
2012G,1,1,NY,72,35,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    35th,470,6,5,0,59,537,0,3,Democratic,Barack Obama / Joe Biden,515,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,537,72035
2012G,1,1,NY,72,36,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    36th,452,16,14,0,34,514,0,2,Democratic,Barack Obama / Joe Biden,432,Republican,Mitt Romney / Paul Ryan,64,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,11,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,514,72036
2012G,1,1,NY,72,37,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    37th,314,10,19,0,25,362,1,6,Democratic,Barack Obama / Joe Biden,251,Republican,Mitt Romney / Paul Ryan,82,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,13,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,8,Constitution,Virgil Goode / Jim Clymer,1,361,72037
2012G,1,1,NY,72,38,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    38th,415,17,7,53,46,530,1,8,Democratic,Barack Obama / Joe Biden,438,Republican,Mitt Romney / Paul Ryan,51,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,19,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,8,Constitution,Virgil Goode / Jim Clymer,0,529,72038
2012G,1,1,NY,72,39,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    39th,612,19,5,0,35,665,2,6,Democratic,Barack Obama / Joe Biden,588,Republican,Mitt Romney / Paul Ryan,48,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,16,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,6,Constitution,Virgil Goode / Jim Clymer,0,663,72039
2012G,1,1,NY,72,40,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    40th,288,3,2,0,32,325,0,0,Democratic,Barack Obama / Joe Biden,300,Republican,Mitt Romney / Paul Ryan,22,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,325,72040
2012G,1,1,NY,72,41,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    41st,651,14,4,0,44,712,0,1,Democratic,Barack Obama / Joe Biden,602,Republican,Mitt Romney / Paul Ryan,59,Conservative,Mitt Romney / Paul Ryan,5,Working Families,Barack Obama / Joe Biden,30,Green,Jill Stein / Cheri Honkal,11,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,1,712,72041
2012G,1,1,NY,72,42,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    42nd,683,14,7,0,76,775,1,5,Democratic,Barack Obama / Joe Biden,681,Republican,Mitt Romney / Paul Ryan,56,Conservative,Mitt Romney / Paul Ryan,5,Working Families,Barack Obama / Joe Biden,19,Green,Jill Stein / Cheri Honkal,9,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,774,72042
2012G,1,1,NY,72,43,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    43rd,507,1,3,0,55,562,0,4,Democratic,Barack Obama / Joe Biden,528,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,7,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,7,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,562,72043
2012G,1,1,NY,72,44,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    44th,629,4,4,0,68,696,1,9,Democratic,Barack Obama / Joe Biden,635,Republican,Mitt Romney / Paul Ryan,35,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,14,Green,Jill Stein / Cheri Honkal,6,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,1,695,72044
2012G,1,1,NY,72,45,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    45th,577,5,5,0,48,632,1,3,Democratic,Barack Obama / Joe Biden,594,Republican,Mitt Romney / Paul Ryan,25,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,8,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,631,72045
2012G,1,1,NY,72,46,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    46th,470,14,6,0,45,530,0,5,Democratic,Barack Obama / Joe Biden,465,Republican,Mitt Romney / Paul Ryan,29,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,24,Green,Jill Stein / Cheri Honkal,4,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,530,72046
2012G,1,1,NY,72,47,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    47th,436,2,4,0,45,482,0,5,Democratic,Barack Obama / Joe Biden,465,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,482,72047
2012G,1,1,NY,72,48,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    48th,408,6,0,0,31,444,0,1,Democratic,Barack Obama / Joe Biden,430,Republican,Mitt Romney / Paul Ryan,8,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,444,72048
2012G,1,1,NY,72,49,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    49th,538,5,2,0,53,593,1,5,Democratic,Barack Obama / Joe Biden,558,Republican,Mitt Romney / Paul Ryan,23,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,5,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,592,72049
2012G,1,1,NY,72,50,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    50th,485,5,1,0,26,515,0,2,Democratic,Barack Obama / Joe Biden,505,Republican,Mitt Romney / Paul Ryan,5,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,1,515,72050
2012G,1,1,NY,72,51,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    51st,406,5,3,0,30,440,0,4,Democratic,Barack Obama / Joe Biden,424,Republican,Mitt Romney / Paul Ryan,9,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,440,72051
2012G,1,1,NY,72,52,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    52nd,512,2,2,0,48,558,0,6,Democratic,Barack Obama / Joe Biden,535,Republican,Mitt Romney / Paul Ryan,15,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,558,72052
2012G,1,1,NY,72,53,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    53rd,562,6,1,0,64,630,0,3,Democratic,Barack Obama / Joe Biden,586,Republican,Mitt Romney / Paul Ryan,26,Conservative,Mitt Romney / Paul Ryan,5,Working Families,Barack Obama / Joe Biden,12,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,630,72053
2012G,1,1,NY,72,54,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    54th,389,3,0,0,61,450,1,3,Democratic,Barack Obama / Joe Biden,425,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,4,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,449,72054
2012G,1,1,NY,72,55,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    55th,329,5,1,0,44,375,2,4,Democratic,Barack Obama / Joe Biden,349,Republican,Mitt Romney / Paul Ryan,14,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,2,Green,Jill Stein / Cheri Honkal,2,Socialism & Lib,Peta Lindsay / Yari Osori,2,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,373,72055
2012G,1,1,NY,72,56,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    56th,423,1,4,0,22,444,0,6,Democratic,Barack Obama / Joe Biden,426,Republican,Mitt Romney / Paul Ryan,13,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,3,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,0,Constitution,Virgil Goode / Jim Clymer,0,444,72056
2012G,1,1,NY,72,57,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    57th,680,16,8,0,52,752,2,4,Democratic,Barack Obama / Joe Biden,639,Republican,Mitt Romney / Paul Ryan,65,Conservative,Mitt Romney / Paul Ryan,0,Working Families,Barack Obama / Joe Biden,32,Green,Jill Stein / Cheri Honkal,12,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,750,72057
2012G,1,1,NY,72,58,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    58th,542,14,12,0,52,618,1,2,Democratic,Barack Obama / Joe Biden,510,Republican,Mitt Romney / Paul Ryan,45,Conservative,Mitt Romney / Paul Ryan,2,Working Families,Barack Obama / Joe Biden,44,Green,Jill Stein / Cheri Honkal,10,Socialism & Lib,Peta Lindsay / Yari Osori,3,Libertarian,Gary Johnson / James P. G,3,Constitution,Virgil Goode / Jim Clymer,0,617,72058
2012G,1,1,NY,72,59,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    59th,237,6,3,0,59,298,0,7,Democratic,Barack Obama / Joe Biden,252,Republican,Mitt Romney / Paul Ryan,26,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,7,Green,Jill Stein / Cheri Honkal,5,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,4,Constitution,Virgil Goode / Jim Clymer,0,298,72059
2012G,1,1,NY,72,60,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    60th,643,9,5,0,80,730,1,7,Democratic,Barack Obama / Joe Biden,651,Republican,Mitt Romney / Paul Ryan,40,Conservative,Mitt Romney / Paul Ryan,4,Working Families,Barack Obama / Joe Biden,21,Green,Jill Stein / Cheri Honkal,10,Socialism & Lib,Peta Lindsay / Yari Osori,1,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,729,72060
2012G,1,1,NY,72,61,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    61st,391,4,2,0,42,433,0,6,Democratic,Barack Obama / Joe Biden,406,Republican,Mitt Romney / Paul Ryan,19,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,6,Green,Jill Stein / Cheri Honkal,0,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,1,Constitution,Virgil Goode / Jim Clymer,0,433,72061
2012G,1,1,NY,72,62,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    62nd,380,7,1,0,27,412,0,3,Democratic,Barack Obama / Joe Biden,390,Republican,Mitt Romney / Paul Ryan,17,Conservative,Mitt Romney / Paul Ryan,1,Working Families,Barack Obama / Joe Biden,1,Green,Jill Stein / Cheri Honkal,1,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,2,Constitution,Virgil Goode / Jim Clymer,0,412,72062
2012G,1,1,NY,72,63,General Election - 11/06/2,President/Vice President,New York,Y,8,1,    63rd,518,7,5,0,45,565,0,10,Democratic,Barack Obama / Joe Biden,520,Republican,Mitt Romney / Paul Ryan,21,Conservative,Mitt Romney / Paul Ryan,3,Working Families,Barack Obama / Joe Biden,13,Green,Jill Stein / Cheri Honkal,3,Socialism & Lib,Peta Lindsay / Yari Osori,0,Libertarian,Gary Johnson / James P. G,5,Constitution,Virgil Goode / Jim Clymer,0,565,72063
